text,pred,label,msp,ood_score,cluster,x,y,z
University College for Women is a constituent women's college of Osmania University located in Koti Hyderabad AP India.,1,1,0.9999062405248392,-9.14760299949e-05,2,-0.008757728,0.10557758,0.073292136
Charles Horvath was a Hungarian-American soccer player who spent one season in the National Professional Soccer League one in the International Soccer League and at least two in the German American Soccer League. He also earned one cap with the U.S. national team.,3,3,0.9996879028870526,0.0002663596518562,3,0.33759516,-0.38647732,-0.25996011
Lalanneia is a genus of moths in the family Arctiidae. It contains the single species Lalanneia mirabilis which is found in French Guiana.,0,9,0.9145600813253018,0.1397831758172067,13,-0.11430711,-0.1080192,0.104781285
Tv\u00f8royri (Danish: Tv\u00e6r\u00e5) lies picturesquely on the north side of the Trongisv\u00e1gsfj\u00f8r\u00f0ur (fjord) on the east coast of Su\u00f0uroy Faroe Islands. Tv\u00f8royri is a village and together with Fro\u00f0ba Trongisv\u00e1gur L\u00ed\u00f0in and \u00d8rav\u00edk it is Tv\u00f8royrar kommuna (Tv\u00f8royri Municipality).,1,8,0.9922946794089882,0.0123831856428777,2,0.10795868,0.07209017,0.20499507
Fanai Lalrempuia (born 11 May 1996) is an Indian professional footballer who plays as a central midfielder for Pune F.C. in the I-League. He is known for his superb ball control accurate passing and speed.,3,3,0.9996739891090112,0.0002891630782514,13,0.15385082,-0.15678239,-0.13020815
Eleutherodactylus caryophyllaceus is a species of frog in the Leptodactylidae family.It is found in Colombia Costa Rica and Panama.Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.It is threatened by habitat loss.,0,9,0.9556630496682949,0.0724191205300665,6,-0.042878266,0.28333342,-0.2299885
Sto\u0142eczna [st\u0254\u02c8w\u025bt\u0361\u0282na] is a village in the administrative district of Gmina Trzci\u0144sko-Zdr\u00f3j within Gryfino County West Pomeranian Voivodeship in north-western Poland. It lies approximately 5 kilometres (3 mi) south-east of Trzci\u0144sko-Zdr\u00f3j 38 km (24 mi) south of Gryfino and 55 km (34 mi) south of the regional capital Szczecin.Before 1945 the area was part of Germany. For the history of the region see History of Pomerania.,1,8,0.9995162574177228,0.0005476710838976,2,0.135152,-0.021281503,0.08690571
The Chestnut-winged Hookbill (Ancistrops strigilatus) is a species of bird in the Furnariidae family. It is the only member of the genus Ancistrops.It is found in Bolivia Brazil Colombia Ecuador and Peru. Its natural habitat is subtropical or tropical moist lowland forests.,0,9,0.643091930471255,0.5846949731897967,6,-0.08333234,1.0672984,-0.31387728
Between Earth and Sky is the second album by Rhea's Obsession. The album features styles of music including gothic rock and darkwave.,2,11,0.9968397042822882,0.0049343000954522,1,-0.07051083,0.07246986,-0.043714516
Maclay's Twin Bridge (West) is a historic multi-span stone arch bridge spanning a tributary of Conodoguinet Creek between Lurgan Township and Southampton Township in Franklin County Pennsylvania. It is a 177-foot-long (54 m) bridge with three spans the longest of which measures 31 feet (9.4 m) long. It was constructed in 1827 and is a twin of McClay's Twin Bridge (East).The bridge was listed on the National Register of Historic Places in 1988.,0,6,0.9952665451749341,0.0075125658839215,0,0.021441944,0.9578672,0.09860815
Mr Stringfellow Says No is a 1934 British thriller film directed by Randall Faye and starring Neil Hamilton Claude Dampier and Muriel Aked. It was also released as Accidental Spy.,2,12,0.9970693172305558,0.004557985197397,1,-0.3887796,0.07888442,-0.20701125
Tunes of Wacken \u2013 Live is a live music album by Grave Digger recorded on 4 August 2001 at Wacken Open Air. It was also released on DVD.,2,11,0.9973573905726068,0.0040858589903864,10,-0.35265815,-0.19869883,0.34559128
Pogonarthria is a genus of grass in the Poaceae family.,0,10,0.5652738988807042,0.7122317033514256,5,0.4557855,-0.062797025,-0.10872805
The David Cole House is a house located in north Portland Oregon listed on the National Register of Historic Places.,1,6,0.9679993165724621,0.0522010925075016,10,-0.25677583,0.07933474,1.3084532
Three Monkeys (Turkish: \u00dc\u00e7 Maymun) a 2008 Turkish film directed by Nuri Bilge Ceylan. The film was Turkey's official submission for the Academy Award for Best Foreign Language Film at the 81st Academy Awards and it made the January short-list but was not nominated.,2,12,0.977070693346163,0.0373339247298671,13,-0.6478497,0.16373532,-0.11763323
The World of Abbott and Costello is a 1965 American compilation film starring the comedy team of Abbott and Costello.,2,12,0.9464403983267056,0.0875342136708943,1,-0.5937812,-0.16325729,-0.02075224
USS Greeneville (SSN-772) a Los Angeles-class submarine and is the only ship of the United States Navy to be named after Greeneville Tennessee.,0,5,0.9985879399929122,0.0020690995560974,0,0.1590709,-0.082704104,0.1115725
Oliver Edward Michael Campbell (February 25 1871 Brooklyn New York \u2013 July 11 1953 Campbellton New Brunswick Canada) was a former American male tennis player.,3,3,0.999661348693856,0.0003098795778058,7,0.018143995,0.13384551,0.45494872
Aerial View is the fourth studio album by the German band Blackmail. The album was released on Friday January 13 2006 under City Slang Records. The album is noted for its harsh guitar melodies and mellow vocals. Crediting the album release the band's website released a promotional e-card with full-length previews of the songs. It was also released with a limited edition DVD containing music videos of the song Moonpigs and Everyone Safe,2,11,0.9990898229046804,0.0012465587621114,10,-0.07780352,-0.23090722,-0.09751963
Rodaidh McDonald is a Scottish music producer mix engineer and record company executive. He was born in Edinburgh Scotland. His production and mixing credits include The xx King Krule How to Dress Well Adele Savages Daughter The Horrors Bobby Womack Vampire Weekend and Gil Scott-Heron.Since 2009 McDonald has worked for XL Recordings and runs XL Studios the label's in-house recording studio.,2,2,0.9996707548887428,0.0002944636733605,6,0.111784615,0.23879732,-0.28893816
The Motn\u0103u River is a tributary of the R\u00e2mnicul S\u0103rat River in Romania.,1,7,0.9968272038503504,0.0049547871751478,6,-0.035750575,0.6193371,-0.069877945
The Museum of Danish America (formerly the Danish Immigrant Museum) is a national museum located in Elk Horn Iowa. Its mission is to celebrate Danish roots and American dreams.,1,6,0.9488492779939548,0.0835862773143146,2,-0.02976899,-0.15702759,0.26080635
Milakovac is a village situated in Kraljevo municipality in Serbia.,1,8,0.9990588019882021,0.0012973992443674,2,0.123106755,0.1432433,-0.023156667
Leptolaena gautieri is a species of flowering plant in the Sarcolaenaceae family.It is found only in Madagascar.Its natural habitat is subtropical or tropical moist lowland forests.It is threatened by habitat loss.,0,10,0.9775537870835316,0.0365421776968693,13,-0.89186794,-0.0407458,0.1756607
Dominique Venner (French: [v\u025bn\u025b\u0281]; April 16 1935 \u2013 May 21 2013) was a French historian journalist and essayist. Venner was a member of the Organisation de l'arm\u00e9e secr\u00e8te and later became a European nationalist before withdrawing from politics to focus on a career as a historian. He specialized in military and political history. At the time of his death he was the editor of the La Nouvelle Revue d'Histoire a bimonthly history magazine.,2,2,0.9997526549413244,0.0001602368792252,13,-0.085816026,0.094475836,0.026617967
The second USS Gretchen (SP-1181) was a United States Navy patrol vessel in commission from 1917 to 1919.Gretchen was built as a civilian motorboat of the same name in 1902 by White of Belhaven North Carolina. On 20 August 1917 the U.S. Navy acquired her from her owners the North Carolina Fisheries Commission for use as a section patrol boat during World War I. She was commissioned as USS Gretchen (SP-1181) at Oriental North Carolina on 24 August 1917 with Master I. H.,0,5,0.9984182577335406,0.0023471934642104,0,0.20946583,-0.043487374,-0.067746
Valentin Grigoriyevich Rasputin (Russian: \u0412\u0430\u043b\u0435\u043d\u0442\u0438\u043d \u0413\u0440\u0438\u0433\u043e\u0440\u044c\u0435\u0432\u0438\u0447 \u0420\u0430\u0441\u043f\u0443\u0442\u0438\u043d; born March 15 1937) is a Russian writer. He was born and lived much of his life in the Irkutsk Oblast in Eastern Siberia. Rasputin's works depict rootless urban characters and the fight for survival of centuries-old traditional rural ways of life. Rasputin addresses complex questions of ethics and spiritual revival.,2,2,0.9997371329405891,0.0001856760374627,6,0.20255898,0.1570745,-0.06447144
The Enterprise Mercantile and Milling Company Building at 115 E Main Street in Enterprise Oregon is a three-story historic building built during 1916-22. It was listed on the U.S. National Register of Historic Places in 2012 along with two others recommended by Oregon's State Advisory Committee on Historic Preservation in October 2011. It is the largest and most impressive commercial building in downtown Enterprise.It was one of the first downtown Enterprise commercial buildings.,1,6,0.9911343305547172,0.0142848926855225,11,-0.13822648,-0.32096902,0.39262515
St. Nicholas Catholic Primary School is a mixed voluntary aided Catholic primary school in Sutton Coldfield West Midlands for pupils aged 4 to 11.,1,1,0.9999064103159848,-9.17543023577e-05,12,0.07363456,0.20163712,-0.1280129
Das Volksrecht ('The People's Right') was a left-wing newspaper published from Offenbach am Main Weimar Germany between 1925 and 1933. Initially it was an irregular publication of the communist city council group but in 1928 it became a local mouthpiece of the Right Opposition. It was published on weekly basis until the National Socialist takeover in 1933.,0,13,0.9568650050820376,0.0704492240917269,10,0.04396331,-0.22222395,0.3381857
The Cleveland Athletic Club is a historic organization in a historic building designed by J. Milton Dyer. The club was in financial difficulty in 2007.,0,6,0.9507174765122408,0.0805244685606744,2,-0.08081202,0.09460956,0.048305836
Cirsium perplexans is a species of flowering plant in the aster family known by the common names Rocky Mountain thistle and Adobe Hills thistle. It is endemic to Colorado in the United States where it occurs in the Colorado and Gunnison River Valleys in the Rocky Mountains.This species is a biennial herb growing up to one meter tall from a taproot. The stems are coated thinly in webby fibers. The leaves are up to 30 centimeters long by 6 wide.,0,10,0.9747024060925956,0.0412153337841682,13,-0.39061785,0.05722482,0.043799814
Inquirer Libre (Inquirer Free) is a free bilingual (Filipino and English) tabloid published in the Philippines. It is published by the Philippine Daily Inquirer and is considered a trimmed-down version of the Philippine Daily Inquirer that is distributed on public transport. It is available in all stations of LRT MRT and PNR WGA Eva Macapagal Port in Metro Manila as well as selected branches of McDonald's.,0,13,0.9616483418339454,0.0626097668845576,11,-0.06930975,-0.2037747,0.059012983
Oberricken Pass (el. 906 m.) is a mountain pass in the canton of St. Gallen in Switzerland. It connects the lower Ricken Pass with the villages Walde and R\u00fceterswil in the municipality St. Gallenkappel.,0,7,0.9433473294485564,0.0926034743913331,0,0.0131437555,0.060046736,-0.078186214
Gok\u010danica is a village situated in Kraljevo municipality in Serbia.,1,8,0.9990588019882021,0.0012973992443674,2,0.115075536,0.15609807,-0.09106322
The Advertiser (commonly known as The Tiser) is a daily tabloid-format newspaper published in the city of Adelaide South Australia. First published as a broadsheet named The South Australian Advertiser on 12 July 1858 it is currently printed daily from Monday to Saturday. A Sunday edition exists under the name of the Sunday Mail. The Advertiser is a publication of News Corp Australia.,0,13,0.9559967072311736,0.0718722858994097,11,0.10986039,-0.13852565,0.22953016
Sessa Takuma! is a manga series created by Kazuma Kodaka. Originally published in 1989 in Weekly Sh\u014dnen Champion it was republished as a collected volume in 1993 by Biblos. This short series is most often cited as Kodaka's breakout series later spawning its better known and more popular spin-off yaoi series Kizuna: Bonds of Love. The title sessa takuma is a Japanese idiom meaning working together to polish one another.,0,13,0.9882628529973398,0.0189909852313648,10,-0.29807508,-0.19505405,0.22874865
MOTORAV Industria is a Brazilian aircraft engine manufacturer.,0,0,0.9997444105583314,0.0001737486788381,4,0.67951494,-0.7842384,0.4983559
Astrocaryum minus is a species of flowering plant in the Arecaceae family.It is found in Brazil and French Guiana.It is threatened by habitat loss.,0,10,0.9813890793979384,0.0302564797552001,13,-0.9647044,-0.059912864,0.19528468
Roberto Eduardo Sosa (born 14 June 1935) is a Uruguayan football goalkeeper who played for Uruguay in the 1962 and 1966 FIFA World Cups. He also played for Club Nacional de Football.,3,3,0.9997047848342658,0.0002386916640861,3,0.6066045,-0.76243186,-0.4587386
Yojimbo (\u7528\u5fc3\u68d2 Y\u014djinb\u014d) is a 1961 jidaigeki (period drama) film directed by Akira Kurosawa. It tells the story of a ronin portrayed by Toshiro Mifune who arrives in a small town where competing crime lords vie for supremacy. The two bosses each try to hire the deadly newcomer as a bodyguard (yojimbo in Japanese).Based on the success of Yojimbo Kurosawa's Sanjuro (1962) was altered to feature a very similar lead character.,2,12,0.981018602108918,0.0308636585937682,13,-0.1690233,-0.10979422,0.053256124
Puntius kamalika is a species of ray-finned fish in the genus Puntius. It is found in Sri Lanka.,1,9,0.6323934776604239,0.6022287717374275,6,0.4832598,0.98190916,-0.814172
Allqawalusa or Allqa Walusa (Aymara and Quechua allqa multicolored black and white or two-colored walusa wallusa a watery kind of potatoes hispanicized spelling Alcabalusa) is a mountain in the Wansu mountain range (Huanzo) in the Andes of Peru about 5224 metres (17139 ft) high. It is situated in the Apur\u00edmac Region Antabamba Province Oropesa District and in the Arequipa Region La Uni\u00f3n Province Huaynacotas District.,1,7,0.9992628017259196,0.0009630620866347,11,0.0811253,-0.15637544,0.10109811
Nyaunggon is a village in Homalin Township Hkamti District in the Sagaing Region of northwestern Burma.,1,8,0.9990934147932424,0.001240671980951,2,-0.0050220736,0.08370913,-0.019285783
Mowtowr-e Hajji Heydar (Persian: \u0645\u0648\u062a\u0648\u0631\u062d\u0627\u062c\u064a \u062d\u064a\u062f\u0631\u200e also Romanized as Mowtowr-e \u1e28\u0101jj\u012b \u1e28eydar) is a village in Howmeh Rural District in the Central District of Iranshahr County Sistan and Baluchestan Province Iran. At the 2006 census its population was 19 in 5 families.,1,8,0.9997199641155782,0.0002138141920502,2,-0.050880622,-0.12489072,0.07163048
HMS Petersham was a Ham-class minesweeper of the Royal Navy.Their names were all chosen from villages ending in -ham. The minesweeper was named after Petersham in Surrey.Petersham was one of fifteen Ham Class minesweepers commissioned for the French Navy. Unimaginatively re-christened with its hull number; M782 it was not until 22 February 1964 that the vessel was renamed Capucine (Nasturtium) following the floral naming theme of the group.,0,5,0.9991974069219164,0.0010702382680629,0,0.80830246,-0.047009416,0.0070781657
Life After Life is a 1975 book written by psychiatrist Raymond Moody. It is a report on a qualitative study in which Moody interviewed 150 people who had undergone near-death experiences (NDEs). The book presents the author's composite account of what it is like to die.,2,13,0.999645443830364,0.0003359462135453,1,-0.12219688,0.4607534,-0.3737148
Rupert Bottenberg (19 July 1971 Wolfville Nova Scotia) is an illustrator comic artist and writer.Bottenberg grew up in Montreal. After graduation and many freelance jobs he established Comix Jams public events centered around collaborative improvised comic art a concept that was picked up by many other North American cities.,2,2,0.9997299449540328,0.0001974564986628,8,0.6458887,0.1214165,-0.2049572
Bottle Rocket is a 1996 American crime comedy film directed by Wes Anderson. It was co-written by Anderson and Owen Wilson. In addition to being Wes Anderson's directorial debut Bottle Rocket was the debut feature for brothers Owen and Luke Wilson who co-starred with James Caan and Robert Musgrave.The film was a commercial failure but launched Anderson's career by drawing attention from critics.,2,12,0.9988904518049342,0.0015733099999755,8,0.19158776,0.2723687,-0.36209905
Stephenson High School is a public school serving grades 9-12 located in Stone Mountain Georgia. It is part of the Dekalb County School System.Stephenson High School is nestled within the surrounding neighborhoods of the old historic Stone Mountain Georgia. The main campus sprawls over five beautiful acres with the addition of an exclusive Freshman Academy Building equipped with its own computer labs and cafeteria.,1,1,0.9999047430777572,-8.90218493825e-05,13,-0.04708087,0.085692845,0.039541215
Acanthobrama centisquama is a species of ray-finned fish in the Cyprinidae family. It is found in rivers in Syria and Turkey. It is threatened by habitat loss.,0,9,0.9600937389356432,0.0651576207212169,6,0.42013022,0.32404524,-0.23375113
Verint Systems (NASDAQ: VRNT) is a company providing analytic software and hardware for the security surveillance and business intelligence markets. Their products are aimed to support government and enterprises in making sense of the vast information they collect to meet performance and security goals. Verint solutions are used by more than 10000 organizations in 150 countries. Verint is headquartered in Melville New York with offices worldwide and some 2800 employees around the globe.,0,0,0.9997498423905458,0.0001648463960992,4,0.30924842,-0.609553,1.3471208
Al-Mitras (Arabic: \u0627\u0644\u0645\u062a\u0631\u0627\u0633\u200e also spelled Mtrass) is a village in northwestern Syria administratively part of the Tartus Governorate located southeast of Tartus. Nearby localities include Marmarita and Zweitina to the east al-Zarah to the southeast al-Tulay'i to the southwest al-Sisiniyah to the west and al-Bariqiyah to the north. According to the Syria Central Bureau of Statistics (CBS) al-Mitras had a population of 2138 in the 2004 census. Its inhabitants are predominantly Alawites.,1,8,0.998723527133116,0.0018468844709801,2,0.035676397,0.16655646,0.023190252
The Panther Model 120 was a British motorcycle made between 1959 and 1966 by Phelon & Moore. An enlarged Panther Model 100 the 120 had a reputation for being less reliable with a tendency for rapid clutch wear problematical roller bearings and heavy oil consumption. As competitors produced modern designs Panther ran into trouble obtaining supplies of Burman gearboxes and Lucas Magdynos so production ceased in 1966 and the company was wound up.,0,5,0.9995898356222592,0.0004270830476039,11,0.9806808,-0.29228467,0.2157224
The Baxter's Banksia (Banksia baxteri) also known as Bird's Nest Banksia is a species of shrub in the plant genus Banksia. It occurs along the south coast of Western Australia between Albany and Esperance.A 1980 field study at Cheyne Beach showed it to be pollinated by the New Holland Honeyeater and White-cheeked Honeyeater.Banksia baxteri is serotinous that is it has an aerial seed bank in its canopy in the form of the follicles of the old flower spikes.,0,10,0.9002250541304289,0.1632769915543053,13,-0.20542865,0.06386018,0.69406873
Freziera ferruginea is a species of plant in the Theaceae family. It is endemic to Peru.,0,10,0.9351369179980324,0.1060595977123523,13,-0.6399679,0.07493957,0.52432317
Morten Christiansen (born 4 January 1978) is a Danish professional football midfielder who currently plays for the Danish Superliga side Lyngby Boldklub.,3,3,0.9997094078167004,0.000231115013132,3,0.56285375,-0.98771924,-0.57692486
Caledonia House Hotel also known as the Masonic Temple is a historic hotel located at Caledonia in Livingston County New York. It has a 3 1\u20442-story symmetrical five-by-three-bay main section with a 1 1\u20442-story wing. It was constructed in 1831\u20131833 of cut stone in the Federal style. The elegant center entrance Palladian facade windows and affiliated decorative woodwork are especially noteworthy.,0,6,0.9888199636189764,0.0180779312055873,11,0.03758049,-0.3069553,0.15081
The Small Emerald Damselfly or Small Spreadwing Lestes virens is a damselfly of the family Lestidae. It has the typical appearance of a Lestes damselfly; it has a metallic green body and at rest it holds its wings away from its body.,0,9,0.9541352490893268,0.0749230477844316,7,-0.19046037,0.19745284,-0.17660582
Mark Ford (b. 1962 Nairobi Kenya) is a British poet.,2,2,0.9997508789498916,0.0001631475688881,8,0.40568522,0.21919467,-0.30929857
Grand Cru is a game company focused on developing mobile and social games. Their aim is to revolutionize the social gaming genre. As of July 29 2013 Grand Cru has been awarded more than $16 million in investment capital including a Series A $11 million investment from idinvest Qualcomm and Nokia Growth Partners.,0,0,0.999747777728827,0.0001682301903063,4,0.5767491,-0.5166357,0.39985472
The Little Abitibi River is a river in northern Ontario. It runs about 120 kilometres up into the Abitibi Canyon where Ontario Power Generation's Abitibi Canyon Generating Station dams the river at Fraserdale an abandoned railway town.It was made famous in The Blackfly Song which concerned the construction of a dam on the Little Abitibi River which was also referred to as Little Ab.,0,7,0.9217375635726768,0.1280199302311476,7,-0.12694548,0.08722586,-0.047217473
Jenny Beck (born 21 March 1978 Stockholm Sweden) is a singer-songwriter. She grew up listening to music from the Sixties & was strongly influenced by legends such as Joni Mitchell The Beatles Simon & Garfunkel & Cat Stevens. She started writing songs in her mid teens and has to date written over 100 songs a selection of which have featured on her both self and label released albums since she started recording in 2003.,2,2,0.9997449167879864,0.0001729190141243,8,0.4076687,0.1455412,-0.18153253
Arbogast & Bastian (also A&B Meats) was the name of a slaughterhouse and meat packing plant located in Allentown Lehigh County Pennsylvania in the United States. Once a national leader in hog slaughtering the company had the capacity to process most of the 850000 hogs raised annually in Pennsylvania for slaughtering.,0,0,0.9996072253275362,0.0003985828901961,11,0.2649015,-0.3243616,0.2328686
Goldmanella is a genus of flowering plants in the daisy family.,0,10,0.9874413734717288,0.0203373160296356,11,-0.15962812,-0.28383973,0.19230945
USS San Diego (AFS-6) was a Mars-class combat stores ship acquired by the U.S. Navy in 1968. She served the U.S. Atlantic Fleet until decommissioned in 1993. She then was redesignated as a United States Naval Ship assigned to the Military Sealift Command and served in a non-commissioned status with a mostly civilian crew as USNS San Diego (T-AFS-6) until 1997.,0,5,0.99967771561696,0.0002830556680664,11,-0.19110443,-0.2267581,0.21873908
Hollywood Blvd. Cinema is an independently owned first run movie theatre and integrated restaurant concept in suburban Chicago IL. The concept of offering patrons \u201cdinner and a movie\u201d at the same time is presented in a highly stylized way from use of authentic Asian artifacts throughout the facility which recalls the details of Grauman's Chinese Theatre in Hollywood CA to the cleverly named menu items brought to each patron\u2019s seat.,0,0,0.9991777468400728,0.0011024593677463,11,0.080887295,-0.25558287,0.27103066
Marianne Faithfull is the eponymous second studio album by Marianne Faithfull.,2,11,0.9993618514872816,0.0008007284676880001,1,-0.09715213,-0.07162098,-0.013269634
Lippo d'Andrea di Lippo (1370/1371 - before 1451) was a Florentine painter formerly known as Pseudo-Ambrogio di Baldese.In 1411 Lippo d'Andrea di Lippo joined the Compagnia di San Luca. That same year he was commissioned along with Niccol\u00f2 di Pietro Gerini Ambrogio di Baldese and Alvaro di Pietro to paint frescoes on the facade of the Palazzo del Ceppo in Prato.,2,2,0.9997389069343454,0.0001827686218111,8,0.3905071,0.07566495,-0.16680717
Gummalla's History (Malayalam: \u0d2e\u0d3f\u0d38\u0d4d\u0d38\u0d4d \u0d32\u0d47\u0d16 \u0d24\u0d30\u0d42\u0d7c \u0d15\u0d3e\u0d23\u0d41\u0d28\u0d4d\u0d28\u0d24\u0d4d) is a 2013 Malayalam fantasy-horror film produced by K.K.Suresh Chandran under the banner of Saranam Pictures. It was directed by Shajiyem and starred Meera Jasmine Badri Shankar Suraj Venjarammoodu Nandhu and Geetha Vijayan. The film is about a television show host who has visions that others consider illusions. The film is an adaptation of the 2002 Hong Kong film The Eye.,2,12,0.891776086416753,0.1771240870592787,10,-0.2575344,-0.120848455,-0.17405647
Webjet Limited (ASX: WEB) is Australia's largest online travel booking website offering flights hotel bookings and car hires. Beginning operations in Australia Webjet expanded its reach into New Zealand North America Singapore and Hong Kong.,0,0,0.9997162220286264,0.0002199471348149,4,0.5560851,-0.19893184,0.5690177
Elmhurst College is a comprehensive private liberal arts college in Elmhurst Illinois a suburb of Chicago with a tradition of service-oriented learning. It has an affiliation with the United Church of Christ.,1,1,0.9999040892466844,-8.79502792669e-05,2,-0.00019827753,0.108692944,-0.036170483
Gilbert Brown Wilson (1907\u20131991) was an American painter known for his large-scale murals including his 1935 murals in Woodrow Wilson Junior High School in Terre Haute Indiana. Much of his later life was dedicated to depicting Herman Melville's Moby Dick. In 1955 a short film using this body of artwork won a Silver Reel Award at the Venice Film Festival.,2,2,0.9997366981880562,0.0001863885576244,11,0.011896387,-0.0744128,0.11485588
Prelude to a Kiss is a 1988 play by Craig Lucas. It tells the story of a couple that falls in love despite the girl's pessimistic outlook on life. Shortly after their wedding a supernatural event tests the strength of their love and commitment to each other.The title is taken from the 1938 torch song of the same title by Duke Ellington.,2,13,0.9854031165433548,0.0236778351684629,1,-0.20480639,0.482298,-0.37342757
The Valea Cel\u021bii River is a tributary of the Padi\u015f in Romania.,1,7,0.9968368329497292,0.0049390059503587,6,0.005234499,0.08777905,-0.16278155
The Hangover is a series of three American road comedy films written and directed by Todd Phillips and starring Bradley Cooper Ed Helms Zach Galifianakis Justin Bartha and Ken Jeong. The trilogy chronicles a quartet of friends known as the Wolfpack (consisting of Phil Wenneck Stuart Stu Price Doug Billings and Alan Garner). The first two films depict three of the four men on a mission to locate a missing friend after losing him during a night of debauchery before a wedding.,2,12,0.806568948907726,0.3167708949034022,10,-0.5122971,-0.028819084,-0.06926602
The Healers is the thirteenth album by David Murray to be released on the Italian Black Saint label. It was released in 1987 and features duo performances by Murray and Randy Weston.,2,11,0.9984564205448526,0.0022846480609277,10,-0.18960147,-0.26556718,0.18307343
Ed Bogas born Edgar Noel Bogas and sometimes credited as Edward Bogas is an American musician and composer whose work has been featured in films animations and video games.,2,2,0.9997437209685432,0.0001748788542607,8,0.5887179,0.22119968,-0.23038293
Justin Andrew De Fratus (born October 21 1987) is an American professional baseball relief pitcher for the Philadelphia Phillies of Major League Baseball (MLB). De Fratus grew up in Oxnard California and played in high school prior to playing at Ventura College. In the 2007 Major League Baseball Draft the Phillies selected him in the 11th round.,3,3,0.9996628009644974,0.000307499437302,13,-0.0016750343,-0.106583044,-0.07921351
Dorf Goes Fishing is a 1993 comedy film starring Tim Conway Ronnie Schell and Yvonne Wilder.,2,12,0.9978000334933621,0.003360407194852,8,0.14865385,0.24071543,-0.331767
The Sixteenth Century Journal (SCJ) is a quarterly journal of early modern studies. The senior editors are Raymond B. Waddington and Merry Wiesner-Hanks. It is published by Truman State University Press and supported by the Sixteenth Century Society and Conference.SCJ was founded in 1969 and has been at Truman State University since 1971. It was initially a biannual journal and moved to quarterly publication in 1976.,0,13,0.9599186811399908,0.065444524648115,10,-1.0738634,-0.29049256,0.4448232
Scinax ruber is a species of frog of the Scinax genus in the Hylidae family.,0,9,0.8975325279577012,0.1676897989323061,6,-0.034388345,0.32871827,-0.6254673
The Black Unicorn Split is a split CD from southern hardcore band He Is Legend and alternative rock band Classic Case. It was released July 10 2006 on Future Tense! Records to promote the Black Unicorn Tour consisting of the bands The Fall of Troy and Showbread in addition to Classic Case and He Is Legend.The album consists entirely of cover versions except for the first track - Cape Fear which is a new previously unreleased song by He Is Legend.,2,11,0.9994772431340709,0.000611611973494,10,-0.39120132,-0.23464417,0.24669634
Bittium latreillii is a species of sea snail a marine gastropod mollusk in the family Cerithiidae.,0,9,0.8888190980001713,0.1819703241854106,6,0.3477303,-0.07466355,-0.5213271
Ermis (\u0391-373) (Greek: \u03a0\u0397\u03a0 \u0395\u03c1\u03bc\u03ae\u03c2 Hermes) was an auxiliary ship of the Hellenic Navy which served from 1988 to 2002 as an electronic surveillance ship.She started her career as the 1500 tn trawler Hoheweg. In 1961 she was converted to an electronic surveillance ship by the German Navy and named Oker (A-53).,0,5,0.9973514593982608,0.00409557964981,0,0.28397563,-0.0070105284,0.038192097
Alvin Pang (Chinese: \u51af\u555f\u660e; born 1972 Singapore) was named 2005 Young Artist of the Year (Literature) by the National Arts Council Singapore. He holds a First Class Honours degree in English literature from the University of York and an Honorary Fellowship in Writing from the University of Iowa's International Writing Program (2002). For his contributions he was conferred the Singapore Youth Award (Arts and Culture) in 2007 and the JCCI Foundation Education Award in 2008.,2,2,0.9847599988401696,0.024731847038165,13,0.12367546,0.14145659,-0.05246854
See also Risum-Lindholm in Germany.Risum is a village in the Tibet Autonomous Region of China. It is located in Rutog County in the Ngari Prefecture and is near the border with Kashmir.It lies at an altitude of 4353 metres (14281 ft). The village has a population of about 14 people.It lies approximately 13.9 miles (22.4 km) south of Rutog and 18.3 miles (29.5 km) north of Jaggang. The nearest airport is Fukche Airport about 34 miles away.,1,8,0.9992185427279632,0.0010355985896048,0,-0.20985809,-0.0025627634,0.13802353
Arthur Higelin (born Paris France 27 March 1966) better known under his stage name Arthur H [a\u0281ty\u0281 \u0251\u02d0\u0283] is a pianist songwriter and singer. He is best known in France for his live performances \u2013 four of his albums were recorded live \u2013 and remains relatively little-known in the English-speaking world.,2,2,0.9997493433205078,0.0001656643268469,11,0.26151115,-0.21856675,0.13426991
Ruellia stenandrium is a plant native of Cerrado vegetation of Brazil.,0,10,0.9583158737375244,0.0680713813163097,13,-0.3742364,0.11326659,1.374452
Emotion is a peer-reviewed scientific journal which as its title states publishes articles relating to the study of emotion. It is one of several psychology journals published by the American Psychological Association. It was established by founding co-editors-in-chief Richard Davidson and Klaus Scherer in 2001. The current editor-in-chief is David DeSteno (Northeastern University). Initially published quarterly the publication frequency has been bimonthly since 2008.,0,13,0.9930041384856244,0.0112204462498568,10,-0.12781157,-0.22643071,0.46632513
The General Motors K platform (commonly called the K-body) was the automobile platform designation used for the rear wheel drive Cadillac Seville models from 1975 to 1979.The rear-wheel drive K platform was based closely on the very similar 4th generation GM X platform and 2nd generation F-bodies of the 1970s all of which shared many components in common.,0,5,0.9996941395880538,0.0002561382618206,4,0.15399642,-0.53547704,0.42261365
